# trajectory data of sequence CCTV
# recorded at 12 fps, extracted at 2 fps and then interpolated at 10 fps for final output
# recording started at 2022-12-09T20:13:35+01:00
# z coordinate is the estimated height of person
# x_RGF and y_RGF are coordinates (in meters) in the RGF-93 Lambert-93 coordinate system (EPSG:2154)
# t/s is the time (number of seconds) using as reference date Friday, Dec. 9th at 20:00:00 (UTC+1)
# id frame x/m y/m z/m t/s x_RGF y_RGF
109 92 17.701 -4.690 1.8 822.200 842515.71 6520320.98
109 93 17.697 -4.732 1.8 822.300 842515.75 6520320.99
109 94 17.693 -4.773 1.8 822.400 842515.79 6520320.99
109 95 17.689 -4.815 1.8 822.500 842515.84 6520320.99
109 96 17.690 -4.807 1.8 822.600 842515.83 6520320.99
109 97 17.690 -4.798 1.8 822.700 842515.82 6520320.99
109 98 17.691 -4.790 1.8 822.800 842515.81 6520320.99
109 99 17.692 -4.782 1.8 822.900 842515.80 6520320.99
109 100 17.693 -4.773 1.8 823.000 842515.79 6520320.99
109 101 17.681 -4.774 1.8 823.100 842515.80 6520320.98
109 102 17.669 -4.775 1.8 823.200 842515.80 6520320.97
109 103 17.658 -4.776 1.8 823.300 842515.80 6520320.96
109 104 17.646 -4.777 1.8 823.400 842515.81 6520320.94
109 105 17.634 -4.777 1.8 823.500 842515.81 6520320.93
109 106 17.634 -4.777 1.8 823.600 842515.81 6520320.93
109 107 17.634 -4.777 1.8 823.700 842515.81 6520320.93
109 108 17.634 -4.777 1.8 823.800 842515.81 6520320.93
109 109 17.634 -4.777 1.8 823.900 842515.81 6520320.93
109 110 17.634 -4.777 1.8 824.000 842515.81 6520320.93
109 111 17.640 -4.777 1.8 824.100 842515.81 6520320.94
109 112 17.646 -4.777 1.8 824.200 842515.81 6520320.94
109 113 17.652 -4.776 1.8 824.300 842515.80 6520320.95
109 114 17.658 -4.776 1.8 824.400 842515.80 6520320.96
109 115 17.663 -4.775 1.8 824.500 842515.80 6520320.96
109 116 17.664 -4.767 1.8 824.600 842515.79 6520320.96
109 117 17.665 -4.759 1.8 824.700 842515.79 6520320.96
109 118 17.666 -4.750 1.8 824.800 842515.78 6520320.96
109 119 17.667 -4.742 1.8 824.900 842515.77 6520320.96
109 120 17.667 -4.734 1.8 825.000 842515.76 6520320.96
109 121 17.661 -4.734 1.8 825.100 842515.76 6520320.95
109 122 17.656 -4.735 1.8 825.200 842515.76 6520320.95
109 123 17.650 -4.735 1.8 825.300 842515.76 6520320.94
109 124 17.644 -4.735 1.8 825.400 842515.77 6520320.93
109 125 17.638 -4.736 1.8 825.500 842515.77 6520320.93
109 126 17.644 -4.735 1.8 825.600 842515.77 6520320.93
109 127 17.650 -4.735 1.8 825.700 842515.76 6520320.94
109 128 17.656 -4.735 1.8 825.800 842515.76 6520320.95
